series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	CON_USD	Constant USD	27.11239	24.74147	10.89058	5.33876	7.32959	49.83511	28.86225	53.53546	40.93021	97.34818	47.39283	115.94878	124.1699	164.96907	48.33334	100.162784	2016	48.33334	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	840	-99.13830311	39.5277871	USA	United States of America	1	CON_USD	Constant USD																				
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	CON_USD	Constant USD																				
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	CON_USD	Constant USD	1.39219	5.51498	6.84358	0.08555	4.83238	3.3849	15.66369	17.82075	42.97474	22.5729	76.16372	33.05161	25.8048	71.14903	74.25783	56.085398	2016	74.25783	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	858	-56.01387025	-32.8002838	URY	Uruguay	1	CON_USD	Constant USD	0.73096	0.13278	1.58608	0.10551	0.9527	2.72355	0.86668	2.05286	1.72202	1.14565	0.53724	3.18042	0.04244	1.40735	0.12945	1.05938	2016	0.12945	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	CON_USD	Constant USD	4.25739	0.01475	3.67784	0.13829	0.29436	0.07222	1.29574	4.30257	1.00863	0.18488	4.42571	2.4728	0.08364	0.00801	26.05383	6.608798	2016	26.05383	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	CON_USD	Constant USD	1.43016	0.41718	0.60404	0.01817	0.5591	0.10619	0.13849	6.03788	0.67606	0.58767	0.58682	0.11029	0.26965	0.29803	0.04136	0.26123	2016	0.04136	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	CON_USD	Constant USD						0.06363	0.15207	0.21264	0.16723	0.10061	0.36833	0.15231	0.25812	0.14764	2.29459	0.644198	2016	2.29459	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	882	-172.4430749	-13.61541469	WSM	Samoa	1	CON_USD	Constant USD	0.19141	0.62189	0.26109	0.20927	3.51896	0.44813	0.49037	3.86668	6.7348	2.10943	2.91463	3.47627	0.29383	2.19757	0.67351	1.911162	2016	0.67351	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	887	45.22389143	15.22242099	YEM	Yemen	1	CON_USD	Constant USD	5.04375	0.53038	0.13301	2.52882	1.21271	6.69305	1.23524	0.99257	13.77027	7.81834	0.25571	1.24776	5.08165	3.93172	1.82379	2.468126	2016	1.82379	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_ODA_BDVL	Total official development assistance for biodiversity, by recipient countries (millions of constant 2016 United States dollars)	894	27.850329	-14.59701056	ZMB	Zambia	1	CON_USD	Constant USD	6.96317	28.52968	18.81558	34.58026	24.79218	13.89594	28.59456	10.31225	14.81737	23.59393	46.69386	48.63264	46.40471	50.79423	23.70201	43.24549	2016	23.70201	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
