"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"ITA","12.57022427","42.79917282","380","Italy","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","Population age 16-74, in the last 3 months.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74."," Users in the last 3 months. Age 16-74."," Users in the last 3 months.","Population age 16-74.","Break in series. Population age 6+.","Population age 6+.","Population age 6+.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","IDC.","IDC.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Istat/ Italian National Institute of Statistics.","Istat/ Italian National Institute of Statistics.","Istat/ Italian National Institute of Statistics.","","","","","","","","","","","","","","","","","","23.1","27.2","28.0","29.0","33.2","35.0","38.0","40.8","44.5","48.8","53.7","54.4","55.8","58.5","55.6","58.1","61.3",2016.0,"61.3"
"CIV","-5.552690016","7.62211586","384","Côte d'Ivoire","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","NULL","NULL","NULL","NULL","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU Estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","0.2","0.4","0.5","0.8","0.8","1.0","1.5","1.8","1.9","2.0","2.7","2.9","5.0","12.0","19.3","21.9","26.5",2016.0,"26.5"
"JAM","-77.31068409","18.15616857","388","Jamaica","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Population age 14+.","Break in comparability. Individuals 3+. Census result.Penetration is estimated by ITU at 31.5 for population 14+.","Population age 14+.","Population age 14+.","Population age 14+.","Country estimate.","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cable & Wireless.","Cable & Wireless.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","Office of Utilities Regulation","Office of Utilities Regulation","Statistical Institute of Jamaica","Statistical Institute of Jamaica","Statistical Institute of Jamaica","Statistical Institute of Jamaica","Statistical Institute of Jamaica","Statistical Institute of Jamaica (STATIN) ","ITU Estimate.","","","","","","","","","","","","","","","","","","3.1","3.9","6.1","7.8","10.0","12.8","16.4","21.1","23.6","24.3","27.7","37.4","33.8","37.1","40.4","42.2","45.0",2016.0,"45.0"
"JPN","139.2716103","36.6554539","392","Japan","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","PC-based only.","PC-based only.","PC-based only.","PC-based only.","Incl. users accessing internet through cellphones, PHS and game console.","Population age 6+.","Population age 6+.","Population age 6+.","Population age 6+.","Population age 6+.","Population age 6+.","Population age 6+.","Population age 6+.","Population age 6+.","Population age 6+.","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Ministry of Internal Affairs and Communications (MIC).","Ministry of Internal Affairs and Communications (MIC).","Ministry of Internal Affairs and Communications (MIC).","Ministry of Internal Affairs and Communications (MIC).","Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).","Ministry of Internal Affairs and Communications.","Ministry of Internal Affairs and Communications.","Ministry of Internal Affairs and Communications. ","Ministry of Internal Affairs and Communications.","Ministry of Internal Affairs and Communications.","Ministry of Internal Affairs and Communications","Ministry of Internal Affairs and Communications","Ministry of Internal Affairs and Communications","Ministry of Internal Affairs and Communications","Ministry of Internal Affairs and Communications","Ministry of Internal Affairs and Communications ","Ministry of Internal Affairs and Communications.","","","","","","","","","","","","","","","","","","30.0","38.5","46.6","48.4","62.4","66.9","68.7","74.3","75.4","78.0","78.2","79.1","79.5","88.2","89.1","91.1","93.2",2016.0,"93.2"
"KAZ","66.65359159","48.01963494","398","Kazakhstan","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","According to annual sample surveys. Population age 16-74.","NULL","","","","Population age 6-74.","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Ministry of the Republic of Kazakhstan for Communications and Information","Ministry of the Republic of Kazakhstan for Communications and Information","Ministry of the Republic of Kazakhstan for Communications and Information","The Agency of the Republic of Kazakhstan on Statistics","The Agency of the Republic of Kazakhstan on Statistics","Agency of the Republic of Kazakhstan on Statistics.","Agency of the Republic of Kazakhstan on Statistics.","ITU estimate.","Ministry of National Economy Committee on Statistics. ","Ministry of National Economy Committee on Statistics. ","","","","","","","","","","","","","","","","","","0.7","1.0","1.7","2.0","2.7","3.0","3.3","4.0","11.0","18.2","31.6","50.6","61.9","63.3","66.0","70.8","74.6",2016.0,"74.6"
"AFG","66.02688198","33.83160199","4","Afghanistan","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","ITU estimate.","Ministry of Communications.","Ministry of Communications.","Ministry of Communications.","Ministry of Communications.","Ministry of Communications.","ITU estimate.","Ministry of Communications & Information Technology","Ministry of Communications & Information Technology","ITU estimate. ","ITU estimate. ","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","","0.0","0.0","0.1","0.1","1.2","2.1","1.9","1.8","3.6","4.0","5.0","5.5","5.9","7.0","8.3","10.6",2016.0,"10.6"
"AUT","14.14172472","47.58704857","40","Austria","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","Regular users of the Internet, Population age 14+.","Regular users of the Internet, Population age 14+.","Population age 16-74 using Internet in the last 3 months.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74.","Population age 16-74."," Users in the last 3 months. Age 16-74."," Users in the last 3 months.","Population age 16-74.","Population age 16-74.","Population age 16-74.","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Austria Internet Monitor.","Austria Internet Monitor.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Eurostat.","Statistik Austria.","Statistik Austria.","Statistik Austria.","","","","","","","","","","","","","","","","","","33.7","39.2","36.6","42.7","54.3","58.0","63.6","69.4","72.9","73.5","75.2","78.7","80.0","80.6","81.0","83.9","84.3",2016.0,"84.3"
"JOR","37.13024774","30.65365973","400","Jordan","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","NULL","Population age 5+.","Population age 5+.","Population age 5+.","Population age 5+.","Population age 5+.","Population age 5+.","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Telecommunications Regulatory Commission.","ITU estimate.","Department of Statistics.","Department of Statistics of Jordan","Department of Statistics of Jordan","Department of Statistics of Jordan","Department of Statistics of Jordan","Department of Statistics of Jordan","ITU Estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","2.6","4.7","6.0","8.5","11.7","12.9","13.9","20.0","23.0","26.0","27.2","34.9","37.0","41.4","46.2","60.1","62.3",2016.0,"62.3"
"KEN","37.86096816","0.534797278","404","Kenya","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","NULL","NULL","NULL","ITU estimate.","ITU estimate.","ITU estimate.","Kenya National Bureau of Statistics","National Bureau of Statistics and Communications Commission of Kenya.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","","","","","","","","","","","","","","","","","","0.3","0.6","1.2","2.9","3.0","3.1","3.6","4.4","5.2","6.1","7.2","8.8","10.5","13.0","16.5","21.0","26.0",2016.0,"26.0"
"KWT","47.49305029","29.53949468","414","Kuwait","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","","NULL","NULL","NULL","NULL","NULL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","NULL","NULL","NULL","NULL","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","Central Statistical Bureau","ITU estimate.","ITU estimate.","ITU estimate.","ITU estimate.","ITU Estimate.","","","","","","","","","","","","","","","","","","6.7","8.6","10.2","22.4","22.9","25.9","28.8","34.8","42.0","50.8","61.4","65.8","70.5","75.5","78.7","77.5","78.4",2016.0,"78.4"
